frame,point,x,y,visibility
3,22,341,171,0.9588215351104736
3,23,336,287,0.9991500973701477
3,24,316,295,0.9995750784873962
3,25,340,353,0.773725688457489
3,26,316,377,0.969712495803833
3,27,329,394,0.8588468432426453
3,28,309,439,0.969872772693634
3,29,320,405,0.8575710654258728
3,30,301,448,0.8278017044067383
3,31,358,412,0.9326363205909729
3,32,345,465,0.9599244594573975
4,0,347,124,0.99993497133255
4,1,347,111,0.999829113483429
4,2,350,111,0.9997904300689697
4,3,352,110,0.999694287776947
4,4,337,112,0.9998511672019958
4,5,332,113,0.9998880624771118
4,6,328,114,0.999879777431488
4,7,348,114,0.9994297623634338
4,8,315,120,0.9997451305389404
4,9,350,134,0.9997506141662598
4,10,339,135,0.999843180179596
4,11,345,159,0.999301016330719
4,12,299,184,0.9997652769088745
4,13,353,221,0.6307917833328247
4,14,315,264,0.9865055680274963
4,15,370,253,0.6843084692955017
4,16,344,199,0.9822203516960144
4,17,370,265,0.6684221625328064
4,18,352,180,0.9723819494247437
4,19,374,260,0.6698117256164551
4,20,344,169,0.9691300988197327
4,21,369,256,0.6652868390083313
4,22,341,174,0.951637327671051
4,23,337,286,0.9990357756614685
4,24,315,294,0.9995383620262146
4,25,340,353,0.7654602527618408
4,26,317,376,0.9708328247070312
4,27,330,393,0.8570950031280518
4,28,311,438,0.9696069955825806
4,29,321,404,0.8597959876060486
4,30,303,447,0.8348104953765869
4,31,358,410,0.931487500667572
4,32,345,464,0.9594960808753967
5,0,347,125,0.9999354481697083
5,1,346,111,0.9998350143432617
5,2,349,111,0.9997989535331726
5,3,351,110,0.9997055530548096
5,4,337,113,0.9998574256896973
5,5,332,114,0.9998916983604431
5,6,328,114,0.9998835921287537
5,7,346,114,0.9994505643844604
5,8,315,120,0.9997618794441223
5,9,350,134,0.9997395277023315
5,10,339,135,0.9998378157615662
5,11,343,159,0.9992594718933105
5,12,301,184,0.9997667074203491
5,13,350,224,0.5738573670387268
5,14,316,264,0.986304759979248
5,15,357,271,0.6292402148246765
5,16,344,198,0.9810014367103577
5,17,357,288,0.6174276471138
5,18,352,180,0.9707639813423157
5,19,360,285,0.6181384921073914
5,20,344,170,0.9673821926116943
5,21,355,278,0.6136306524276733
5,22,341,174,0.9487307071685791
5,23,335,285,0.9990223050117493
5,24,315,294,0.9995352029800415
5,25,339,353,0.7684792280197144
5,26,318,376,0.9726799726486206
5,27,331,392,0.860117495059967
5,28,311,438,0.9705609083175659
5,29,322,402,0.864776074886322
5,30,304,447,0.8431051969528198
5,31,359,405,0.9334863424301147
5,32,344,464,0.9608312845230103
6,0,345,125,0.9999343156814575
6,1,345,111,0.9998379945755005
6,2,347,111,0.999803364276886
6,3,350,110,0.9997114539146423
6,4,335,113,0.9998607039451599
6,5,331,114,0.9998926520347595
6,6,327,114,0.9998847246170044
6,7,345,115,0.9994621276855469
6,8,314,119,0.9997748136520386
6,9,348,134,0.9997179508209229
6,10,337,135,0.9998246431350708
6,11,342,159,0.9991939663887024
6,12,300,184,0.9997553825378418
6,13,346,230,0.5226216912269592
6,14,316,264,0.9857279658317566
6,15,350,277,0.5790948867797852
6,16,344,198,0.9786426424980164
6,17,346,291,0.5705703496932983
6,18,351,180,0.9674012064933777
6,19,353,291,0.5707282423973083
6,20,343,170,0.9637068510055542
6,21,349,285,0.566350519657135
6,22,341,174,0.9432929158210754
6,23,335,285,0.9990003108978271
6,24,314,293,0.9995113611221313
6,25,340,353,0.7684078812599182
6,26,319,377,0.9736710786819458
6,27,331,392,0.8598709106445312
6,28,310,438,0.9700148105621338
6,29,322,403,0.8664125204086304
6,30,303,447,0.8460512757301331
6,31,360,409,0.9337656497955322
6,32,344,464,0.9604774713516235
7,0,344,125,0.9999305605888367
7,1,344,111,0.9998355507850647
7,2,346,111,0.9998007416725159
7,3,349,110,0.9997075796127319
7,4,334,113,0.9998599886894226
7,5,331,114,0.9998904466629028
7,6,326,114,0.9998821020126343
7,7,344,115,0.9994528889656067
7,8,314,119,0.999780535697937
7,9,347,134,0.9996821284294128
7,10,336,135,0.999800443649292
7,11,343,159,0.9991071224212646
7,12,299,184,0.9997318387031555
7,13,348,223,0.4795129895210266
7,14,316,263,0.9834489822387695
7,15,351,269,0.540275514125824
7,16,343,197,0.974222719669342
7,17,346,290,0.5346814393997192
7,18,349,179,0.9617388844490051
7,19,355,281,0.5343050956726074
7,20,340,168,0.9575001001358032
7,21,351,276,0.5302085876464844
7,22,339,173,0.9347817301750183
7,23,335,284,0.9989155530929565
7,24,314,293,0.9994761943817139
7,25,339,353,0.7627096176147461
7,26,319,376,0.973806619644165
7,27,331,393,0.8578723669052124
7,28,311,439,0.9691442847251892
7,29,321,404,0.8664141893386841
7,30,303,447,0.8470827341079712
7,31,359,410,0.932090699672699
7,32,344,464,0.9590764045715332
8,0,343,126,0.9999295473098755
8,1,342,113,0.9998377561569214
8,2,345,112,0.9998035430908203
8,3,347,112,0.9997104406356812
8,4,333,115,0.99986332654953
8,5,329,115,0.9998921155929565
8,6,325,116,0.9998840689659119
8,7,343,116,0.9994586110115051
8,8,312,122,0.9997918605804443
8,9,345,136,0.9996562600135803
8,10,335,137,0.9997887015342712
8,11,342,160,0.9990407824516296
8,12,296,185,0.9997254610061646
8,13,348,221,0.4395512640476227
8,14,315,263,0.9831835627555847
8,15,352,264,0.5050227642059326
8,16,344,198,0.9727112650871277
8,17,352,280,0.5026527643203735
8,18,357,184,0.9594140648841858
8,19,356,274,0.5018367767333984
8,20,345,170,0.9549707174301147
8,21,352,269,0.4981328547000885
8,22,343,175,0.9312042593955994
8,23,335,283,0.9988189935684204
8,24,313,293,0.9994357228279114
8,25,340,352,0.7564436197280884
8,26,320,376,0.9740758538246155
8,27,331,392,0.8536330461502075
8,28,311,439,0.9678488373756409
8,29,322,404,0.8653298616409302
8,30,304,448,0.8482978940010071
8,31,359,410,0.9295635223388672
8,32,346,464,0.9573280811309814
9,0,340,127,0.9999305009841919
9,1,340,114,0.9998427629470825
9,2,343,113,0.9998095035552979
9,3,345,113,0.9997179508209229
9,4,331,115,0.9998682141304016
9,5,327,116,0.9998952150344849
9,6,323,117,0.9998875260353088
9,7,342,117,0.9994705319404602
9,8,310,123,0.9998029470443726
9,9,343,136,0.9996373057365417
9,10,333,137,0.9997791647911072
9,11,343,160,0.9990007281303406
9,12,296,186,0.999721884727478
9,13,350,219,0.4041635990142822
9,14,315,262,0.9829096794128418
9,15,352,261,0.4739678204059601
9,16,344,198,0.9714279174804688
9,17,353,275,0.4744053781032562
9,18,355,183,0.957326352596283
9,19,357,270,0.4728841781616211
9,20,344,170,0.9526284337043762
9,21,352,266,0.46915149688720703
9,22,341,175,0.9279034733772278
9,23,335,283,0.9987693428993225
9,24,312,293,0.9994199275970459
9,25,341,351,0.755717396736145
9,26,320,376,0.9749334454536438
9,27,332,392,0.8533763289451599
9,28,311,438,0.9676809906959534
9,29,322,403,0.8671252131462097
9,30,304,447,0.8511122465133667
9,31,360,410,0.9290978908538818
9,32,346,464,0.9568722248077393
10,0,339,126,0.9999294877052307
10,1,340,113,0.999845027923584
10,2,343,113,0.9998120665550232
10,3,345,112,0.9997212290763855
10,4,330,115,0.9998701214790344
10,5,326,116,0.9998958110809326
10,6,321,116,0.9998881220817566
10,7,341,117,0.999478816986084
10,8,310,122,0.9998100996017456
10,9,342,136,0.9996201395988464
10,10,332,137,0.9997656941413879
10,11,344,160,0.998935878276825
10,12,294,186,0.9997021555900574
10,13,351,218,0.3745940029621124
10,14,315,262,0.9815647602081299
10,15,351,257,0.4553264081478119
10,16,342,198,0.9693500995635986
10,17,352,271,0.45811980962753296
10,18,354,182,0.9540880918502808
10,19,354,265,0.455946683883667
10,20,342,169,0.9490548372268677
10,21,350,261,0.45171821117401123
10,22,339,174,0.9232107400894165
10,23,335,283,0.9987030625343323
10,24,311,293,0.9993876814842224
10,25,341,351,0.7504000663757324
10,26,320,376,0.9745961427688599
10,27,332,393,0.8496609926223755
10,28,311,438,0.9655966758728027
10,29,323,404,0.8664351105690002
10,30,304,447,0.8482689261436462
10,31,359,414,0.9261642694473267
10,32,345,464,0.953615128993988
11,0,337,127,0.999923586845398
11,1,338,114,0.9998378157615662
11,2,341,114,0.9998044967651367
11,3,343,113,0.9997096061706543
11,4,328,115,0.9998636245727539
11,5,324,116,0.9998890161514282
11,6,319,117,0.9998805522918701
11,7,341,117,0.9994637370109558
11,8,309,123,0.99980628490448
11,9,341,136,0.9995936155319214
11,10,331,137,0.9997425675392151
11,11,343,160,0.9989168643951416
11,12,294,187,0.9996876120567322
11,13,350,218,0.3492874503135681
11,14,316,263,0.980709969997406
11,15,349,259,0.43896186351776123
11,16,341,197,0.9685978889465332
11,17,351,272,0.4433724880218506
11,18,348,179,0.9528167247772217
11,19,351,268,0.44048404693603516
11,20,341,168,0.9476668834686279
11,21,347,263,0.43559738993644714
11,22,339,172,0.9212318062782288
11,23,334,284,0.9986251592636108
11,24,311,294,0.9993516802787781
11,25,341,352,0.7438211441040039
11,26,321,377,0.9743728041648865
11,27,332,393,0.8436015844345093
11,28,311,439,0.9633577466011047
11,29,323,404,0.8638656735420227
11,30,303,448,0.8461228609085083
11,31,359,413,0.9226447343826294
11,32,346,464,0.9509430527687073
12,0,333,127,0.9999167919158936
12,1,334,115,0.9998294711112976
12,2,337,114,0.9997960329055786
12,3,340,114,0.9996975064277649
12,4,325,116,0.9998560547828674
12,5,320,117,0.9998813271522522
12,6,316,117,0.9998713135719299
12,7,339,118,0.9994423389434814
12,8,305,124,0.9998005628585815
12,9,338,136,0.9995646476745605
12,10,327,137,0.999714732170105
12,11,344,160,0.9989271759986877
12,12,293,189,0.9996539354324341
12,13,350,218,0.33012324571609497
12,14,315,264,0.9794850945472717
12,15,349,260,0.4268706440925598
12,16,340,197,0.9658846259117126
12,17,351,273,0.43206724524497986
12,18,347,179,0.9482622146606445
12,19,351,269,0.4288330078125
12,20,341,168,0.9425219297409058
12,21,347,264,0.42362698912620544
12,22,339,172,0.9140492677688599
12,23,335,284,0.9985939264297485
12,24,310,294,0.9993252754211426
12,25,341,353,0.7345848679542542
12,26,323,377,0.9722683429718018
12,27,333,398,0.8360897898674011
12,28,312,439,0.9600744843482971
12,29,324,409,0.8597692847251892
12,30,304,448,0.8387200832366943
12,31,358,417,0.9179943203926086
12,32,345,464,0.9469179511070251
13,0,328,127,0.999911367893219
13,1,330,114,0.9998207092285156
13,2,333,114,0.9997866749763489
13,3,336,114,0.9996876120567322
13,4,320,116,0.9998459815979004
13,5,316,117,0.9998707175254822
13,6,312,118,0.9998594522476196
13,7,337,118,0.9994319081306458
13,8,302,124,0.9997849464416504
13,9,335,136,0.9995427131652832
13,10,323,137,0.9996797442436218
13,11,344,159,0.9989346265792847
13,12,292,189,0.9996125102043152
13,13,350,218,0.31620076298713684
13,14,315,264,0.9778192043304443
13,15,349,263,0.41886571049690247
13,16,339,196,0.9641150832176208
13,17,351,278,0.4243927597999573
13,18,345,177,0.9456804990768433
13,19,351,274,0.42074668407440186
13,20,338,167,0.939653217792511
13,21,346,269,0.41578271985054016
13,22,335,172,0.9102402925491333
13,23,336,283,0.9985536932945251
13,24,310,294,0.9992895126342773
13,25,342,353,0.7201778292655945
13,26,323,376,0.9688132405281067
13,27,332,400,0.8245679140090942
13,28,313,438,0.9544887542724609
13,29,324,410,0.8539086580276489
13,30,304,447,0.8304467797279358
13,31,357,419,0.9103257656097412
13,32,345,464,0.9398875832557678
14,0,325,127,0.9999100565910339
14,1,326,114,0.9998227953910828
14,2,329,114,0.9997890591621399
14,3,332,114,0.9996927380561829
14,4,315,116,0.9998463988304138
14,5,311,117,0.9998695850372314
14,6,307,118,0.9998576641082764
14,7,334,118,0.9994469285011292
14,8,298,125,0.9997848272323608
14,9,331,136,0.9995353817939758
14,10,319,138,0.9996619820594788
14,11,344,159,0.9989476799964905
14,12,290,189,0.9995712637901306
14,13,349,218,0.30145952105522156
14,14,313,263,0.9722760915756226
14,15,349,259,0.41370296478271484
14,16,337,193,0.9575254917144775
14,17,351,273,0.42071738839149475
14,18,343,173,0.9375366568565369
14,19,351,268,0.4167855381965637
14,20,336,165,0.9307482838630676
14,21,347,264,0.4115145802497864
14,22,333,168,0.8988571763038635
14,23,335,282,0.9984862208366394
14,24,310,293,0.9992699027061462
14,25,342,353,0.7065216302871704
14,26,324,376,0.9646428227424622
14,27,333,400,0.8121933341026306
14,28,313,438,0.948387086391449
14,29,325,410,0.8469723463058472
14,30,304,447,0.8166903853416443
14,31,357,419,0.900584876537323
14,32,345,464,0.9307469725608826
15,0,322,127,0.9999041557312012
15,1,322,115,0.9998149871826172
15,2,325,114,0.9997806549072266
15,3,328,114,0.9996843934059143
15,4,313,116,0.9998359680175781
15,5,309,117,0.9998573660850525
15,6,305,119,0.9998441338539124
15,7,330,118,0.9994414448738098
15,8,296,126,0.9997680187225342
15,9,328,136,0.9995136260986328
15,10,316,138,0.9996275305747986
15,11,344,159,0.9989590048789978
15,12,287,189,0.9995378851890564
15,13,346,218,0.29429545998573303
15,14,312,263,0.9694937467575073
15,15,348,259,0.4152509272098541
15,16,337,192,0.95412278175354
15,17,351,273,0.4215524196624756
15,18,343,172,0.9323933124542236
15,19,350,268,0.41706764698028564
15,20,335,165,0.9250888228416443
15,21,346,263,0.4121670424938202
15,22,333,168,0.8917748332023621
15,23,335,282,0.9983941912651062
15,24,310,293,0.9992189407348633
15,25,342,353,0.6907639503479004
15,26,323,376,0.9609974026679993
15,27,333,401,0.7991309762001038
15,28,313,439,0.9416354298591614
15,29,324,411,0.8389609456062317
15,30,304,448,0.8089898228645325
15,31,357,419,0.8902972936630249
15,32,345,464,0.9223833084106445
16,0,317,127,0.9998979568481445
16,1,318,115,0.9998125433921814
16,2,321,115,0.9997795820236206
16,3,324,114,0.9996874332427979
16,4,309,116,0.9998252391815186
16,5,305,117,0.9998428225517273
16,6,301,118,0.9998266100883484
16,7,327,118,0.9994526505470276
16,8,293,126,0.9997438788414001
16,9,324,136,0.9995214343070984
16,10,312,138,0.999617874622345
16,11,344,159,0.9989937543869019
16,12,283,188,0.9994964599609375
16,13,346,218,0.29580917954444885
16,14,308,255,0.961260199546814
16,15,348,244,0.4250810742378235
16,16,336,192,0.940342903137207
16,17,351,251,0.43112513422966003
16,18,342,172,0.9157410860061646
16,19,350,245,0.42654192447662354
16,20,334,164,0.9076117277145386
16,21,346,243,0.4209844768047333
16,22,332,168,0.8714648485183716
16,23,336,280,0.9982783198356628
16,24,310,292,0.9991539120674133
16,25,342,351,0.6821333765983582
16,26,323,376,0.9598723649978638
16,27,333,401,0.7881680130958557
16,28,314,438,0.9363372921943665
16,29,325,410,0.8291661739349365
16,30,305,447,0.7974441647529602
16,31,356,417,0.8795068860054016
16,32,345,464,0.9145641922950745
17,0,316,127,0.9998489618301392
17,1,316,115,0.9997579455375671
17,2,319,115,0.9997261762619019
17,3,322,114,0.9996227025985718
17,4,307,117,0.9997464418411255
17,5,303,117,0.9997619986534119
17,6,299,119,0.9997326135635376
17,7,324,118,0.9993610978126526
17,8,291,127,0.9996230006217957
17,9,322,136,0.9994558095932007
17,10,310,138,0.9995359778404236
17,11,344,158,0.9990189075469971
17,12,282,188,0.9994503855705261
17,13,348,217,0.2939363718032837
17,14,304,251,0.9520984888076782
17,15,350,228,0.4295872151851654
17,16,336,192,0.9258641004562378
17,17,352,231,0.43589380383491516
17,18,342,174,0.898475170135498
17,19,351,225,0.4315415322780609
17,20,333,165,0.8893453478813171
17,21,346,225,0.42411157488822937
17,22,331,169,0.8496772050857544
17,23,336,277,0.9981462955474854
17,24,309,290,0.9991249442100525
17,25,343,343,0.6665034890174866
17,26,323,374,0.9573742151260376
17,27,334,390,0.7668412327766418
17,28,313,438,0.9310410618782043
17,29,326,397,0.8110882043838501
17,30,305,446,0.7799243927001953
17,31,355,408,0.8627157211303711
17,32,345,464,0.9067382216453552
18,0,313,127,0.999842643737793
18,1,314,115,0.9997426867485046
18,2,317,115,0.9997120499610901
18,3,320,114,0.9996098875999451
18,4,304,117,0.9997287392616272
18,5,300,117,0.9997459053993225
18,6,297,119,0.9997148513793945
18,7,323,118,0.9993487000465393
18,8,289,127,0.9995872378349304
18,9,319,135,0.9994519948959351
18,10,308,138,0.9995126128196716
18,11,343,158,0.9990454316139221
18,12,279,189,0.9994123578071594
18,13,346,218,0.3021645247936249
18,14,305,257,0.950682520866394
18,15,349,251,0.4414280652999878
18,16,335,193,0.9253035187721252
18,17,352,261,0.4453832507133484
18,18,341,176,0.8970999717712402
18,19,351,258,0.4410763382911682
18,20,333,167,0.887906014919281
18,21,346,254,0.43373072147369385
18,22,331,173,0.8472376465797424
18,23,336,277,0.998142421245575
18,24,308,289,0.9991051554679871
18,25,343,345,0.6584750413894653
18,26,323,373,0.9526951909065247
18,27,334,396,0.7585996985435486
18,28,313,438,0.9253024458885193
18,29,326,403,0.8029196858406067
18,30,305,446,0.7729706168174744
18,31,354,412,0.8543495535850525
18,32,345,464,0.9002370238304138
19,0,312,127,0.9998403787612915
19,1,313,115,0.9997371435165405
19,2,316,115,0.9997062683105469
19,3,320,114,0.9996055960655212
19,4,303,117,0.9997201561927795
19,5,299,118,0.9997376799583435
19,6,295,119,0.9997063875198364
19,7,323,118,0.9993459582328796
19,8,287,128,0.99957275390625
19,9,319,135,0.9994438886642456
19,10,306,139,0.9994847774505615
19,11,343,158,0.9990562200546265
19,12,278,189,0.9993693828582764
19,13,346,218,0.29862672090530396
19,14,305,259,0.9486739635467529
19,15,348,258,0.4394196569919586
19,16,335,193,0.9236005544662476
19,17,351,271,0.4429752230644226
19,18,341,177,0.8939418196678162
19,19,350,268,0.4387097954750061
19,20,332,168,0.8844486474990845
19,21,345,263,0.4318946599960327
19,22,331,172,0.8424856662750244
19,23,336,277,0.9981460571289062
19,24,307,289,0.9990845322608948
19,25,343,345,0.6494041085243225
19,26,323,374,0.9466778635978699
19,27,333,399,0.7468785643577576
19,28,313,438,0.919130802154541
19,29,325,407,0.7936823964118958
19,30,305,447,0.7610119581222534
19,31,353,414,0.8442949056625366
19,32,344,464,0.892367959022522
20,0,312,127,0.9998379349708557
20,1,313,116,0.9997357726097107
20,2,316,115,0.9997043609619141
20,3,319,115,0.9996051788330078
20,4,303,118,0.9997169375419617
20,5,299,119,0.9997329711914062
20,6,296,120,0.9997020959854126
20,7,322,118,0.9993482828140259
20,8,287,128,0.9995698928833008
20,9,319,135,0.9994461536407471
20,10,307,139,0.9994764924049377
20,11,342,157,0.9990670680999756
20,12,278,189,0.9993484020233154
20,13,346,218,0.29588356614112854
20,14,305,259,0.9472714066505432
20,15,348,253,0.43953484296798706
20,16,334,193,0.9215748906135559
20,17,351,264,0.4429592192173004
20,18,341,179,0.8903515338897705
20,19,350,259,0.4386551082134247
20,20,332,168,0.8806511163711548
20,21,345,255,0.4322356581687927
20,22,330,173,0.8375186324119568
20,23,336,277,0.9981136918067932
20,24,306,289,0.9990466237068176
20,25,343,346,0.6405037045478821
20,26,323,373,0.943400502204895
20,27,333,399,0.7373896241188049
20,28,313,437,0.9130505323410034
20,29,325,407,0.7854620218276978
20,30,305,446,0.7528899908065796
20,31,353,414,0.8354907035827637
20,32,344,464,0.8855504989624023
21,0,313,127,0.9998437762260437
21,1,313,116,0.999748945236206
21,2,316,115,0.9997177720069885
21,3,319,115,0.9996238946914673
21,4,303,118,0.9997286796569824
21,5,300,119,0.9997419714927673
21,6,296,120,0.9997129440307617
21,7,321,118,0.9993811845779419
21,8,286,128,0.9995895624160767
21,9,319,135,0.9994702339172363
21,10,307,139,0.9994936585426331
21,11,340,157,0.9990949034690857
21,12,276,189,0.9993512630462646
21,13,346,218,0.2949557304382324
21,14,305,259,0.9457385540008545
21,15,348,241,0.4484487771987915
21,16,334,193,0.9202281832695007
21,17,351,246,0.45072242617607117
21,18,341,179,0.8876912593841553
21,19,350,241,0.44590428471565247
21,20,331,168,0.877728283405304
21,21,345,239,0.43939778208732605
21,22,329,173,0.8337071537971497
21,23,335,277,0.998105525970459
21,24,306,290,0.999017596244812
21,25,343,348,0.6349320411682129
21,26,322,374,0.9424497485160828
21,27,333,400,0.7305872440338135
21,28,313,438,0.9099716544151306
21,29,325,408,0.7795887589454651
21,30,305,447,0.7489300966262817
21,31,353,415,0.8297116160392761
21,32,344,464,0.8823937773704529
22,0,313,127,0.9998453855514526
22,1,313,116,0.9997471570968628
22,2,316,115,0.9997175335884094
22,3,319,115,0.9996225833892822
22,4,304,118,0.9997299909591675
22,5,300,119,0.9997442364692688
22,6,296,120,0.9997149109840393
22,7,321,118,0.9993752241134644
22,8,287,128,0.9995956420898438
22,9,319,135,0.9994679093360901
22,10,307,139,0.9994942545890808
22,11,340,157,0.9990878105163574
22,12,276,190,0.9993613958358765
22,13,342,218,0.2884770929813385
22,14,305,261,0.9475921392440796
22,15,342,256,0.4400298297405243
22,16,333,195,0.9204139709472656
22,17,345,269,0.4417251944541931
22,18,341,181,0.8866766691207886
22,19,344,264,0.43664106726646423
22,20,331,169,0.8764880895614624
22,21,340,260,0.4309249222278595
22,22,328,175,0.8319753408432007
22,23,334,277,0.9981170296669006
22,24,305,290,0.9990331530570984
22,25,342,348,0.641252875328064
22,26,320,374,0.9446670413017273
22,27,334,400,0.7388441562652588
22,28,313,438,0.9133695960044861
22,29,326,410,0.7855731248855591
22,30,305,447,0.7557094693183899
22,31,356,415,0.8356767296791077
22,32,345,464,0.8865347504615784
23,0,313,128,0.9998503923416138
23,1,314,116,0.9997531771659851
23,2,317,115,0.999724268913269
23,3,320,115,0.9996305704116821
23,4,304,118,0.9997382760047913
23,5,301,119,0.9997521638870239
23,6,297,120,0.9997236132621765
23,7,321,119,0.9993853569030762
23,8,287,128,0.9996094107627869
23,9,319,135,0.999470055103302
23,10,308,140,0.9994986653327942
23,11,338,158,0.9991019368171692
23,12,276,191,0.9993784427642822
23,13,341,220,0.2839037775993347
23,14,304,263,0.9494073987007141
23,15,343,258,0.4460366666316986
23,16,332,195,0.9233248829841614
23,17,346,270,0.4464341104030609
23,18,340,178,0.889841616153717
23,19,345,266,0.4408482015132904
23,20,330,169,0.8796926140785217
23,21,341,261,0.4349181056022644
23,22,328,174,0.8356737494468689
23,23,333,281,0.9981101751327515
23,24,305,293,0.9990355372428894
23,25,341,349,0.6436020135879517
23,26,318,375,0.9464579820632935
23,27,334,401,0.7445475459098816
23,28,313,439,0.9158080220222473
23,29,326,411,0.7908474802970886
23,30,305,447,0.7606951594352722
23,31,357,415,0.8406639099121094
23,32,345,464,0.8896582126617432
24,0,313,127,0.9998589158058167
24,1,314,115,0.999767005443573
24,2,317,115,0.9997392296791077
24,3,320,114,0.999649703502655
24,4,304,117,0.9997536540031433
24,5,300,118,0.9997670650482178
24,6,296,120,0.9997401833534241
24,7,322,118,0.9994164705276489
24,8,287,128,0.9996345639228821
24,9,319,135,0.9994853734970093
24,10,307,139,0.9995155930519104
24,11,337,158,0.9990860819816589
24,12,276,191,0.9993909597396851
24,13,340,222,0.27687424421310425
24,14,304,263,0.9506126046180725
24,15,343,257,0.44700172543525696
24,16,332,195,0.9253320693969727
24,17,346,268,0.4474039673805237
24,18,339,177,0.8920019865036011
24,19,345,263,0.44138121604919434
24,20,330,168,0.8818541765213013
24,21,341,259,0.4350290596485138
24,22,328,174,0.8381633162498474
24,23,332,281,0.9981243014335632
24,24,305,293,0.9990448951721191
24,25,341,350,0.6462029218673706
24,26,318,376,0.9473574161529541
24,27,334,397,0.7475863695144653
24,28,313,438,0.9172251224517822
24,29,326,411,0.7942297458648682
24,30,305,446,0.761658251285553
24,31,357,415,0.8434079885482788
24,32,345,464,0.8909350037574768
25,0,313,127,0.9998689293861389
